Date,Time,Chamber,runNum,Replicate,SMRstart.sec,SMRend.sec,aveSMR,aveCO2ppm,aveAjdCO2ppm,aveFRC_mlmin,aveWVppt,aveTempC,aveRH_pct,aveLight_Lux,aveActivity,flyID,Genotype,Host,Infected,Sex,Age_days,Weight_mg,Notes
3/5/19,11:14:18,7,9,1,40547,40566,2.260930852,1.82356,1.857729401,29.6125,15.63087,23.36,7.6645,7.953,-8.57E-15,7,R84,DSim,U,F,4,1.012,NA
3/5/19,11:19:20,8,10,1,40825,40844,1.983165906,1.51441,1.633380237,29.5425,15.702925,23.3625,7.78,8.38,3.43E-14,8,R84,DSim,U,F,4,0.804,NA
3/5/19,11:29:23,9,12,1,41368,41387,1.353408215,0.871435,1.057128373,31.1535,15.5696,23.3845,7.56,8.901,-4.28E-15,9,R84,DSim,I,F,4,0.735,NA
3/5/19,11:34:23,10,13,1,41725,41744,1.631826012,1.051115,1.329286863,29.8745,15.74559,23.41,7.56,8.752,6.86E-14,10,R84,DSim,I,F,4,0.88,NA
3/5/19,11:44:26,11,15,1,42266,42285,1.874454926,1.176155,1.499846919,30.418,17.768595,23.45,7.66,8.8175,0,11,R84,DSim,I,F,4,1.061,NA
3/5/19,11:49:28,12,16,1,42679,42698,1.653888576,0.988445,1.366901488,29.45,15.954825,23.46,7.729,9.062,0,12,R84,DSim,I,F,4,0.869,NA
3/5/19,11:59:31,13,18,1,43259,43278,0.825403893,0.239805,0.666429123,30.1465,15.711055,23.47,7.766,8.7215,0,13,R84,DSim,U,M,4,0.327,NA
3/5/19,12:04:32,14,19,1,43511,43530,0.940301622,0.28366,0.756875122,30.2395,15.76495,23.47,7.7055,9.8355,2.14E-15,14,R84,DSim,U,M,4,0.423,NA
3/5/19,12:14:35,15,21,1,44117,44136,0.982173518,0.298345,0.819666734,29.1655,15.656365,23.46,7.48,8.7735,0.042363636,15,R84,DSim,U,M,4,0.352,NA
3/5/19,12:19:37,16,22,1,44412,44431,0.804749717,0.114705,0.676829769,28.9395,15.73744,23.456,7.528,9.616,3.43E-14,16,R84,DSim,U,M,4,0.321,NA
3/5/19,12:29:41,1,24,1,44995,45014,1.173958212,0.37197,0.972579074,29.3765,15.58886,23.43,7.9495,9.525,-1.71E-14,1,R84,DSim,I,M,4,0.589,NA
3/5/19,12:34:41,2,25,1,45430,45449,0.958186662,0.964915,1.625129923,14.349,15.77094,23.42,7.86,8.146,4.28E-15,2,R84,DSim,I,M,4,0.502,bad flow
3/5/19,12:44:44,3,27,1,45989,46008,1.182203029,0.295175,0.977399194,29.433,15.68959,23.39,7.666,8.683,0.9249,3,R84,DSim,I,M,4,0.336,NA
3/5/19,12:49:47,4,28,1,46212,46231,1.229961773,0.31378,1.014115616,29.513,15.71352,23.39,7.7,8.752,1.537481818,4,R84,DSim,I,M,4,0.42,NA
3/5/19,12:59:49,5,30,1,46866,46885,1.595390519,0.5561,1.28047868,30.3095,15.6286,23.3,7.66,7.8955,1.219327273,5,R84,DSim,U,F,4,0.766,NA
3/5/19,13:04:50,6,31,1,47126,47145,1.181032924,1.0491,1.788950833,16.0595,15.691795,23.29,7.747,7.5035,0,6,R84,DSim,U,F,4,0.759,bad flow
3/5/19,13:14:54,7,33,2,47694,47713,1.96407759,0.840715,1.608580431,29.7,15.56819,23.27,7.992,9.1125,-8.57E-15,7,R84,DSim,U,F,4,1.012,NA
3/5/19,13:19:55,8,34,2,48076,48095,1.732130025,0.59697,1.423638798,29.596,15.76052,23.28,8,9.5355,-6.86E-14,8,R84,DSim,U,F,4,0.804,NA
3/5/19,13:29:59,9,36,2,48732,48751,1.197968055,0.087075,0.935182962,31.1635,15.739085,23.31,7.796,9.3025,1.37E-13,9,R84,DSim,I,F,4,0.735,NA
3/5/19,13:34:59,10,37,2,48935,48954,2.025070736,0.79549,1.649557284,29.8665,15.787075,23.32,7.7725,9.3025,1.127818182,10,R84,DSim,I,F,4,0.88,NA
3/5/19,13:45:03,11,39,2,49634,49653,1.949418136,0.68695,1.561111865,30.385,15.788475,23.3695,7.653,9.192,2.384759091,11,R84,DSim,I,F,4,1.061,NA
3/5/19,13:50:04,12,40,2,49944,49963,1.420550761,0.27944,1.172839786,29.4715,15.849165,23.37,7.56,9.049,-2.57E-14,12,R84,DSim,I,F,4,0.869,NA
3/5/19,14:00:07,13,42,2,50496,50515,0.842257835,-0.212735,0.680022759,30.1385,15.76079,23.38,7.7245,9.0795,0,13,R84,DSim,U,M,4,0.327,NA
3/5/19,14:05:08,14,43,2,50792,50811,0.760015569,-0.27768,0.611742633,30.231,15.837355,23.38,7.8205,9.027,4.28E-15,14,R84,DSim,U,M,4,0.423,NA
3/5/19,14:15:12,15,45,2,51369,51388,1.022178815,-0.04381,0.850980866,29.2275,15.692575,23.37,8.24,8.9835,0.262918182,15,R84,DSim,U,M,4,0.352,NA
3/5/19,14:20:13,16,46,2,51640,51659,0.985594015,-0.077185,0.826847707,29.0025,15.770645,23.35,8.189,8.949,0.213081818,16,R84,DSim,U,M,4,0.321,NA
3/5/19,14:30:17,1,48,2,52230,52249,1.261147075,0.13067,1.043081633,29.4125,15.600735,23.3015,8.223,8.73,2.546640909,1,R84,DSim,I,M,4,0.589,NA
3/5/19,14:35:18,2,49,2,52674,52693,0.771128411,0.37355,1.296821767,14.464,15.793825,23.2755,8.0125,8.671,8.57E-15,2,R84,DSim,I,M,4,0.502,bad flow
3/5/19,14:45:20,3,51,2,53217,53236,1.132939483,0.028345,0.935264946,29.4625,15.667,23.24,8.1635,7.0535,0.915163636,3,R84,DSim,I,M,4,0.336,NA
3/5/19,14:50:22,4,52,2,53552,53571,1.422935257,0.29177,1.173979096,29.4735,15.70834,23.18,8.233,0.397,1.244081818,4,R84,DSim,I,M,4,0.42,NA
3/5/19,15:00:25,5,54,2,54025,54044,1.560861832,0.35722,1.251499379,30.326,15.498495,23.16,8.623,2.013,0.60625,5,R84,DSim,U,F,4,0.766,NA
3/5/19,15:05:26,6,55,2,54487,54506,1.151499169,0.781405,1.728940209,16.1905,15.700815,23.091,8.5425,0.9865,0.480131818,6,R84,DSim,U,F,4,0.759,bad flow
3/5/19,15:15:30,7,57,3,54955,54974,1.867941353,0.5739,1.529150589,29.6925,15.534845,23.06,8.4465,0.832,0.851318182,7,R84,DSim,U,F,4,1.012,NA
3/5/19,15:20:31,8,58,3,55231,55250,1.673429797,0.404,1.370982988,29.6685,15.63997,23.05,8.438,2.156,0.344868182,8,R84,DSim,U,F,4,0.804,NA
3/6/19,11:21:49,7,11,1,40908,40927,0.927709497,-0.16464,0.69830511,32.2665,14.881265,22.81,12.61,8.1475,5.36E-16,23,R84,DSim,U,F,5,NA,NA
3/6/19,11:26:47,8,12,1,41207,41226,1.386724343,0.19469,1.047746085,32.141,14.92197,22.78,12.61,8.0275,0,24,R84,DSim,U,F,5,0.829,NA
3/6/19,11:36:44,9,14,1,41804,41823,0.67744809,-0.36865,0.485767975,33.852,14.809535,22.661,12.72,1.221,0,25,R84,DSim,U,M,5,0.404,NA
3/6/19,11:41:43,10,15,1,42126,42145,0.679577337,-0.36114,0.510664363,32.3005,14.894255,22.64,12.71,1.2945,-1.07E-15,26,R84,DSim,U,M,5,0.388,NA
3/6/19,11:51:40,11,17,1,42699,42718,0.692726953,-0.38917,0.511080635,32.892,14.784635,22.58,12.9965,1.039,1.07E-15,27,R84,DSim,U,M,5,0.449,NA
3/6/19,11:56:38,12,18,1,43084,43103,0.893326034,-0.28221,0.679557697,31.9005,14.89902,22.57,13.051,1.023,2.14E-15,28,R84,DSim,U,M,5,0.455,maybe dead
3/6/19,12:06:35,13,20,1,43716,43735,1.74499194,0.342815,1.301204458,32.5435,14.87544,22.57,12.9,1.155,0.905331818,29,R84,DSim,I,F,5,0.961,NA
3/6/19,12:11:34,14,21,1,44036,44055,1.391056284,0.09861,1.035702816,32.594,14.934955,22.58,12.78,0.959,3.43E-14,30,R84,DSim,I,F,5,0.931,NA
3/6/19,12:21:31,15,23,1,44490,44509,1.884518248,0.537665,1.453970391,31.456,14.798255,22.605,12.78,0.9965,-8.57E-15,31,R84,DSim,I,F,5,1.127,NA
3/6/19,12:26:29,16,24,1,44902,44921,1.539048675,0.34428,1.199750439,31.1305,14.841895,22.58,12.9,0.815,-3.43E-14,32,R84,DSim,I,F,5,1.036,NA
3/6/19,12:36:26,1,26,1,45386,45405,0.031291542,-0.523495,0.327248635,2.322,14.711195,22.52,12.964,1.228,0,17,R84,DSim,I,M,5,NA,bad flow
3/6/19,12:41:25,2,27,1,45773,45792,0.989823201,-0.114925,0.746117693,32.179,14.79434,22.44,12.925,0.9855,0,18,R84,DSim,I,M,5,0.64,NA
3/6/19,12:51:22,3,29,1,46441,46460,0.771944458,-0.30065,0.591581824,31.6465,14.821355,22.4,12.84,0.665,0,19,R84,DSim,I,M,5,0.423,NA
3/6/19,12:56:20,4,30,1,46636,46655,0.612588602,-0.442405,0.469499832,31.6445,14.8246,22.4,12.8455,0.9535,0.039327273,20,R84,DSim,I,M,5,0.348,NA
3/6/19,13:06:17,5,32,1,47177,47196,1.124243551,-0.081715,0.837044043,32.5755,14.695275,22.41,13.15,1.4615,2.14E-15,21,R84,DSim,U,F,5,0.741,NA
3/6/19,13:11:16,6,33,1,47478,47497,1.118439057,0.12795,1.036091016,26.183,14.797855,22.4275,13.19,1.894,4.28E-15,22,R84,DSim,U,F,5,0.845,bad flow
3/6/19,13:21:13,7,35,2,48072,48091,0.92356106,-0.17944,0.704584805,31.7935,14.65552,22.43,13.032,1.807,1.07E-15,23,R84,DSim,U,F,5,NA,NA
3/6/19,13:26:11,8,36,2,48500,48519,1.202688473,0.096065,0.919386576,31.7265,14.7443,22.4035,13.04,1.0585,-1.71E-14,24,R84,DSim,U,F,5,0.829,NA
3/6/19,13:36:07,9,38,2,49071,49090,0.68569038,-0.32486,0.497617041,33.409,14.61358,22.31,13.0375,1.51,-2.14E-15,25,R84,DSim,U,M,5,0.404,NA
3/6/19,13:41:07,10,39,2,49363,49382,0.750366253,-0.25877,0.569619133,31.9315,14.68066,22.24,13.13,8.0125,0,26,R84,DSim,U,M,5,0.388,NA
3/6/19,13:51:04,11,41,2,49886,49905,0.711424453,-0.310495,0.530620688,32.499,14.614525,22.24,13.37,8.708,0,27,R84,DSim,U,M,5,0.449,NA
3/6/19,13:56:02,12,42,2,50256,50275,0.993602671,-0.103355,0.765162783,31.4795,14.745525,22.27,13.33,8.2675,0.099472727,28,R84,DSim,U,M,5,0.455,maybe dead
3/6/19,14:05:59,13,44,2,50769,50788,1.49845285,0.26227,1.128913549,32.1885,14.63821,22.37,13.26,8.9255,0.877918182,29,R84,DSim,I,F,5,0.961,NA
3/6/19,14:10:58,14,45,2,51167,51186,1.734264086,0.457655,1.302934619,32.286,14.78229,22.44,13.26,10.0885,0.209331818,30,R84,DSim,I,F,5,0.931,NA
3/6/19,14:20:55,15,47,2,51742,51761,1.745789507,0.54843,1.361432947,31.1135,14.701785,22.53,13.24,9.5995,0.174563636,31,R84,DSim,I,F,5,1.127,NA
3/6/19,14:25:53,16,48,2,52022,52041,1.980565531,0.78714,1.562548652,30.756,14.741875,22.5435,13.2595,8.304,0.756322727,32,R84,DSim,I,F,5,1.036,NA
3/7/19,11:07:50,9,11,1,40146,40165,1.875301516,2.761195,1.460732022,31.121,13.937185,22.2555,18.5,6.887,0.714804545,41,R84,DSim,U,F,3,0.789,NA
3/7/19,11:12:50,10,12,1,40394,40413,1.624651461,2.5421,1.322063096,29.7875,13.992325,22.24,18.46,7.1465,0,42,R84,DSim,U,F,3,0.722,NA
3/7/19,11:22:50,11,14,1,41130,41149,1.998915895,2.696455,1.595701003,30.369,14.033685,22.28,18.58,7.2165,0.746527273,43,R84,DSim,U,F,3,0.722,NA
3/7/19,11:27:50,12,15,1,41351,41370,1.453352887,2.241565,1.195849125,29.467,14.07415,22.3175,18.67,7.2385,0.241922727,44,R84,DSim,U,F,3,0.625,NA
3/7/19,11:37:50,13,17,1,41955,41974,1.602057221,2.29762,1.290623724,30.102,14.011555,22.37,18.67,7.209,4.28E-15,45,R84,DSim,I,F,3,0.856,NA
3/7/19,11:42:50,14,18,1,42321,42340,1.716419037,2.35747,1.378933758,30.1865,14.07076,22.38,18.64,9.2515,-2.68E-16,46,R84,DSim,I,F,3,0.822,NA
3/7/19,11:52:50,15,20,1,42770,42789,0.930444699,2.922195,1.957649166,11.524,13.88513,22.37,18.58,7.244,3.43E-14,47,R84,DSim,I,F,3,0.95,bad flow
3/7/19,11:57:50,16,21,1,43094,43113,1.190851491,1.93054,0.997398032,28.953,14.003635,22.36,18.4,9.1195,0.301163636,48,R84,DSim,I,F,3,0.721,NA
3/7/19,12:07:50,1,23,1,43689,43708,1.027203688,1.749165,0.847190003,29.399,13.913805,22.33,18.28,8.3485,-1.71E-14,33,R84,DSim,U,M,3,0.53,NA
3/7/19,12:12:50,2,24,1,44095,44114,1.104859796,1.754075,0.898753938,29.8075,14.04641,22.33,18.31,8.556,0.004431818,34,R84,DSim,U,M,3,0.43,NA
3/7/19,12:22:50,3,26,1,44637,44656,0.856404631,1.50507,0.705625728,29.426,13.992215,22.31,18.28,8.4335,5.36E-16,35,R84,DSim,U,M,3,0.432,NA
3/7/19,12:27:50,4,27,1,45003,45022,1.2877012,1.76723,1.062337112,29.3905,14.116785,22.33,18.236,8.516,1.014495455,36,R84,DSim,U,M,3,0.462,NA
3/7/19,12:37:50,5,29,1,45594,45613,1.136442152,1.620775,0.915465654,30.1045,14.06056,22.38,17.801,7.694,1.71E-14,37,R84,DSim,I,M,3,0.68,NA
3/7/19,12:42:50,6,30,1,45784,45803,1.104732004,1.594535,0.881846187,30.3815,14.09114,22.3875,17.771,8.044,1.71E-14,38,R84,DSim,I,M,3,0.59,NA
3/7/19,12:52:50,7,32,1,46483,46502,1.138200699,1.663175,0.930507729,29.663,14.00526,22.367,17.33,9.329,1.29E-14,39,R84,DSim,I,M,3,0.662,NA
3/7/19,12:57:50,8,33,1,46738,46757,1.097490351,1.647375,0.90005028,29.567,14.058405,22.34,17.17,8.468,2.14E-15,40,R84,DSim,I,M,3,0.599,NA
3/7/19,13:07:50,9,35,2,47270,47289,1.891302079,2.19914,1.472280686,31.1425,13.93009,22.28,16.96,8.172,0.447922727,41,R84,DSim,U,F,3,0.789,NA
3/7/19,13:12:50,10,36,2,47671,47690,1.469535996,1.83902,1.1935982,29.8455,14.093005,22.26,16.8,8.5245,0,42,R84,DSim,U,F,3,0.722,NA
3/7/19,13:22:50,11,38,2,48229,48248,1.426022757,1.751055,1.141110216,30.297,14.04896,22.29,16.6565,8.642,-1.37E-13,43,R84,DSim,U,F,3,0.722,NA
3/7/19,13:27:50,12,39,2,48526,48545,1.279955043,1.629425,1.05345894,29.4595,14.142925,22.32,16.5705,8.767,8.57E-15,44,R84,DSim,U,F,3,0.625,NA
3/7/19,13:37:50,13,41,2,49101,49120,1.341708447,1.647065,1.081116683,30.0965,14.043995,22.378,16.22,11.365,4.28E-15,45,R84,DSim,I,F,3,0.856,NA
3/7/19,13:42:50,14,42,2,49524,49543,1.191383289,1.53062,0.956851079,30.1965,14.173505,22.39,15.7595,9.2785,0,46,R84,DSim,I,F,3,0.822,NA
3/7/19,13:52:50,15,44,2,49970,49989,0.607894271,1.853435,1.278750798,11.5295,13.985315,22.41,15.378,9.887,0,47,R84,DSim,I,F,3,0.95,bad flow
3/7/19,13:57:50,16,45,2,50382,50401,1.062314823,1.467945,0.891260574,28.9095,14.161465,22.42,15.123,9.075,0.155618182,48,R84,DSim,I,F,3,0.721,NA
3/7/19,14:07:51,1,47,2,50944,50963,1.221289783,1.579335,1.008746219,29.364,14.094675,22.41,14.6845,9.0005,0.038209091,33,R84,DSim,U,M,3,0.53,NA
3/7/19,14:12:50,2,48,2,51269,51288,1.25006662,1.57658,1.016172108,29.836,14.178315,22.4065,14.7725,8.9855,0.583109091,34,R84,DSim,U,M,3,0.43,NA
3/7/19,14:22:50,3,50,2,51820,51839,1.196867471,1.55369,0.9864223,29.4285,14.075395,22.41,14.6185,8.2945,1.71E-14,35,R84,DSim,U,M,3,0.432,NA
3/7/19,14:27:50,4,51,2,52070,52089,1.370027593,1.709265,1.129367387,29.421,14.13758,22.4015,14.49,8.3205,1.7179,36,R84,DSim,U,M,3,0.462,NA
3/8/19,11:19:11,7,9,1,40751,40770,1.562018961,2.834175,1.285989529,29.4805,13.84594,22.62,11.62,2.115,0,55,R84,DSim,I,M,4,0.672,NA
3/8/19,11:24:11,8,10,1,41160,41179,1.360146594,2.583565,1.121920877,29.423,13.991025,22.61,11.47,3.5105,2.68E-16,56,R84,DSim,I,M,4,0.622,NA
3/8/19,11:34:12,9,12,1,41755,41774,1.575346715,2.63249,1.235389228,30.9435,13.84611,22.56,11.605,3.489,4.28E-15,57,R84,DSim,I,F,4,1.049,NA
3/8/19,11:39:11,10,13,1,42112,42131,1.707581352,2.714255,1.396603238,29.662,13.875105,22.49,11.69,3.1435,-4.28E-15,58,R84,DSim,I,F,4,1.029,NA
3/8/19,11:49:12,11,15,1,42570,42589,1.782313991,2.691445,1.434144926,30.1405,13.754775,22.4,11.79,3.4635,-6.86E-14,59,R84,DSim,I,F,4,1.03,NA
3/8/19,11:54:12,12,16,1,42914,42933,1.710170416,2.5369,1.415421617,29.2995,13.88719,22.3625,12.06,3.3155,1.07E-15,60,R84,DSim,I,F,4,1.01,NA
3/8/19,12:04:12,13,18,1,43487,43506,0.951205592,1.797885,0.77050155,29.9355,13.835955,22.35,11.91,10.119,4.02E-16,61,R84,DSim,U,M,4,0.445,NA
3/8/19,12:09:12,14,19,1,43799,43818,0.920817461,1.67366,0.7442401,30.004,13.94847,22.37,12.3145,10.423,0,62,R84,DSim,U,M,4,0.425,NA
3/8/19,12:19:12,15,21,1,44352,44371,0.610473503,2.506165,1.625375578,9.1095,13.80824,22.43,12.415,10.5955,0.382,63,R84,DSim,U,M,4,0.533,bad flow
3/8/19,12:24:12,16,22,1,44652,44671,0.976770156,1.6814,0.824163995,28.7505,13.944855,22.47,12.67,10.651,0.093090909,64,R84,DSim,U,M,4,0.459,NA
3/8/19,12:34:12,1,24,1,45256,45275,1.687560231,2.246955,1.403228807,29.18,13.79204,22.53,12.0265,7.6275,0,49,R84,DSim,U,F,4,0.753,NA
3/8/19,12:39:12,2,25,1,45585,45604,1.452464899,2.033055,1.18982694,29.619,13.92565,22.53,12,7.7215,0,50,R84,DSim,U,F,4,0.654,NA
3/8/19,12:49:12,3,27,1,46160,46179,1.288416668,1.88894,1.068338277,29.259,13.79417,22.5,12.04,8.1955,5.36E-16,51,R84,DSim,U,F,4,0.774,NA
3/8/19,12:54:12,4,28,1,46500,46519,1.226193284,1.782225,1.017060991,29.248,13.943995,22.484,12.0335,8.072,1.07E-15,52,R84,DSim,U,F,4,0.708,NA
3/8/19,13:04:12,5,30,1,47102,47121,1.031295452,1.544725,0.830587503,30.123,13.90247,22.4965,12.461,7.0955,0,53,R84,DSim,I,M,4,0.547,NA
3/8/19,13:09:12,6,31,1,47407,47426,1.153635801,1.588375,0.927278076,30.1865,13.995285,22.53,12.8725,1.091,-5.36E-16,54,R84,DSim,I,M,4,0.639,NA
3/8/19,13:19:12,7,33,2,48112,48131,1.080331891,1.512595,0.890978594,29.424,14.006255,22.57,12.1,1.137,-5.36E-16,55,R84,DSim,I,M,4,0.672,NA
3/8/19,13:24:12,8,34,2,48346,48365,1.079796153,1.497725,0.891925673,29.379,14.06589,22.58,12.029,1.1725,5.36E-16,56,R84,DSim,I,M,4,0.622,NA
3/8/19,13:34:12,9,36,2,48904,48923,1.408718196,1.733855,1.103743916,30.9775,13.972495,22.62,11.9525,1.4625,4.28E-15,57,R84,DSim,I,F,4,1.049,NA
3/8/19,13:39:12,10,37,2,49245,49264,1.470495654,1.88844,1.203064125,29.666,14.038245,22.62,12.1,1.6515,4.28E-15,58,R84,DSim,I,F,4,1.029,NA
3/8/19,13:49:12,11,39,2,49778,49797,1.666259046,2.0237,1.336299181,30.256,13.872385,22.543,12.1,1.359,0.488068182,59,R84,DSim,I,F,4,1.03,NA
3/8/19,13:54:12,12,40,2,50212,50231,1.540707395,1.93417,1.275720662,29.2945,13.99802,22.44,12.344,8.6615,-4.28E-15,60,R84,DSim,I,F,4,1.01,NA
3/8/19,14:04:12,13,42,2,50727,50746,1.010716722,1.437575,0.819941264,29.8955,13.92786,22.38,12.55,1.6645,0.415481818,61,R84,DSim,U,M,4,0.445,NA
3/8/19,14:09:12,14,43,2,50952,50971,1.010169659,1.389225,0.815801147,30.029,13.978265,22.37,12.731,1.68,0.124263636,62,R84,DSim,U,M,4,0.425,NA
3/8/19,14:19:12,15,45,2,51552,51571,0.510067807,1.57622,1.051153638,11.7675,13.84845,22.36,12.5715,1.25,0.093559091,63,R84,DSim,U,M,4,0.533,bad flow
3/8/19,14:24:11,16,46,2,51877,51896,0.861618847,1.21262,0.725330718,28.807,14.020085,22.363,12.678,1.4745,-1.71E-14,64,R84,DSim,U,M,4,0.459,NA
3/8/19,14:34:11,1,48,2,52540,52559,1.423606717,1.674765,1.182321144,29.202,13.976825,22.396,12.8825,1.4945,-8.57E-15,49,R84,DSim,U,F,4,0.753,NA
3/8/19,14:39:12,2,49,2,52900,52919,1.120087701,1.44397,0.915551504,29.672,14.024875,22.4,12.62,1.311,-8.57E-15,50,R84,DSim,U,F,4,0.654,NA
3/8/19,14:49:11,3,51,2,53511,53530,1.273511871,1.580775,1.055437971,29.26,13.921315,22.36,12.859,0.9845,5.36E-16,51,R84,DSim,U,F,4,0.774,NA
3/8/19,14:54:11,4,52,2,53741,53760,1.085155263,1.419625,0.898363636,29.2885,13.94777,22.33,12.9155,7.4355,0,52,R84,DSim,U,F,4,0.708,NA
3/8/19,15:04:11,5,54,2,54337,54356,0.904364967,1.22741,0.728612876,30.0865,13.88297,22.24,13.029,8.5945,-1.07E-15,53,R84,DSim,I,M,4,0.547,NA
3/8/19,15:09:11,6,55,2,54611,54630,1.085521841,1.34264,0.87061411,30.2225,13.945555,22.234,13.29,8.011,-1.07E-15,54,R84,DSim,I,M,4,0.639,NA
3/8/19,15:19:11,7,57,3,55154,55173,1.034183145,1.30145,0.850332775,29.48,13.80155,22.235,13.45,7.603,-2.14E-15,55,R84,DSim,I,M,4,0.672,NA
3/8/19,15:24:11,8,58,3,55543,55562,1.048619253,1.28525,0.864107626,29.4155,13.972655,22.24,13.443,7.3215,2.14E-15,56,R84,DSim,I,M,4,0.622,NA
3/12/19,11:14:20,7,9,1,40528,40547,0.985603405,2.65928,0.815514937,29.332,13.92589,22.611,11.795,7.253,-1.34E-16,71,R84,DSim,U,M,5,NA,NA
3/12/19,11:19:19,8,10,1,40759,40778,1.007518539,2.602135,0.835535155,29.2675,13.968375,22.63,11.704,7.2845,4.28E-15,72,R84,DSim,U,M,5,0.405,NA
3/12/19,11:29:19,9,12,1,41395,41414,1.317991987,2.707145,1.03899839,30.7975,13.875255,22.7095,11.85,7.5495,4.02E-16,73,R84,DSim,U,F,5,0.63,NA
3/12/19,11:34:19,10,13,1,41758,41777,2.235420883,3.413635,1.836987997,29.544,13.9315,22.71,11.7,7.5545,0,74,R84,DSim,U,F,5,0.993,NA
3/12/19,11:44:19,11,15,1,42332,42351,1.323318555,2.577345,1.069480926,30.0385,13.834085,22.69,12.04,7.7735,0,75,R84,DSim,U,F,5,0.758,NA
3/12/19,11:49:19,12,16,1,42608,42627,1.775794,2.9188,1.48005245,29.1275,13.886895,22.69,11.881,7.7675,-2.68E-16,76,R84,DSim,U,F,5,0.975,NA
3/12/19,11:59:19,13,18,1,43274,43293,1.776468229,2.77398,1.448525158,29.773,13.880375,22.69,11.968,8.2635,1.281445455,77,R84,DSim,I,M,5,0.641,NA
3/12/19,12:04:19,14,19,1,43509,43528,1.225379741,2.24033,0.994762504,29.905,13.93253,22.6915,12.16,8.3955,-2.68E-16,78,R84,DSim,I,M,5,0.48,NA
3/12/19,12:14:19,15,21,1,44182,44201,-0.00752952,4.232145,3.063438293,-0.06,13.70045,22.73,12.0805,8.7455,-2.68E-16,79,R84,DSim,I,M,5,0.555,bad flow
3/12/19,12:19:19,16,22,1,44427,44446,1.212391231,2.160605,1.027059163,28.663,13.94493,22.75,11.89,8.9335,0.228945455,80,R84,DSim,I,M,5,0.497,NA
3/12/19,12:29:19,1,24,1,44985,45004,2.179873992,2.928865,1.819646444,29.0915,13.88377,22.78,11.7735,9.0465,0.115081818,65,R84,DSim,I,F,5,1.119,NA
3/12/19,12:34:19,2,25,1,45325,45344,2.341944065,3.236815,2.148938025,26.465,13.998775,22.78,11.779,9.7045,0.805363636,66,R84,DSim,I,F,5,0.938,NA
3/12/19,12:44:19,3,27,1,45896,45915,1.398648081,2.21737,1.164295473,29.166,13.842985,22.72,11.63,10.022,0,67,R84,DSim,I,F,5,0.841,NA
3/12/19,12:49:19,4,28,1,46181,46200,1.755229381,2.46731,1.462686875,29.13,13.918595,22.67,11.695,10.4675,-6.43E-15,68,R84,DSim,I,F,5,0.901,NA
3/12/19,12:59:19,5,30,1,46807,46826,0.931503674,1.693015,0.754480555,29.961,13.86657,22.58,11.842,10.526,0.037227273,69,R84,DSim,U,M,5,0.345,NA
3/12/19,13:04:19,6,31,1,47143,47162,1.845263016,2.35059,1.490363575,30.0455,13.986845,22.57,11.73,10.57,1.569172727,70,R84,DSim,U,M,5,0.668,NA
3/12/19,13:14:19,7,33,2,47748,47767,0.834800319,1.51832,0.69032184,29.3455,13.93596,22.57,12.071,9.2345,1.07E-15,71,R84,DSim,U,M,5,NA,NA
3/12/19,13:19:19,8,34,2,48119,48138,1.056069532,1.682245,0.875234742,29.2855,14.023415,22.62,12.07,9.253,0.758018182,72,R84,DSim,U,M,5,0.405,NA
3/12/19,13:29:20,9,36,2,48602,48621,1.06919957,1.64016,0.842929701,30.788,13.884865,22.64,12.506,9.1915,-1.07E-15,73,R84,DSim,U,F,5,0.63,NA
3/12/19,13:34:20,10,37,2,48879,48898,1.645894853,2.1363,1.354051768,29.504,13.959945,22.64,12,8.7645,2.14E-15,74,R84,DSim,U,F,5,0.993,NA
3/12/19,13:44:20,11,39,2,49538,49557,1.132231005,1.686235,0.915993153,29.9995,13.890505,22.61,11.934,8.4075,0,75,R84,DSim,U,F,5,0.758,NA
3/12/19,13:49:20,12,40,2,49824,49843,1.433970702,1.957965,1.193166777,29.1635,13.94499,22.56,11.8125,8.371,0,76,R84,DSim,U,F,5,0.975,NA
3/12/19,13:59:20,13,42,2,50431,50450,1.502477207,1.973325,1.22260658,29.8085,13.854695,22.441,11.87,8.377,0.590590909,77,R84,DSim,I,M,5,0.641,NA
3/12/19,14:04:20,14,43,2,50702,50721,1.608468616,2.03865,1.304248015,29.911,13.938265,22.41,11.7515,8.424,0.9298,78,R84,DSim,I,M,5,0.48,NA
3/12/19,14:14:20,15,45,2,51420,51439,-0.003384081,3.06828,2.362100079,-0.0345,13.684865,22.4085,11.87,8.0365,-2.14E-15,79,R84,DSim,I,M,5,0.555,bad flow
3/12/19,14:19:20,16,46,2,51624,51643,1.134688422,1.651435,0.959732746,28.675,13.94021,22.41,11.91,8.031,1.0641,80,R84,DSim,I,M,5,0.497,NA
3/12/19,14:29:20,1,48,2,52273,52292,2.334596191,2.629355,1.94947856,29.045,13.906285,22.41,11.83,7.911,2.102881818,65,R84,DSim,I,F,5,1.119,NA
3/12/19,14:34:20,2,49,2,52524,52543,2.254820593,2.74549,2.070104224,26.4155,13.938245,22.3875,11.94,7.752,1.689554545,66,R84,DSim,I,F,5,0.938,NA
3/12/19,14:44:20,3,51,2,53105,53124,1.284377019,1.735755,1.068077386,29.1595,13.82118,22.35,12.28,1.034,1.07E-15,67,R84,DSim,I,F,5,0.841,NA
